content_id,content_old_id,content_name,content_description,views,reads,date_Data
49686,10415,Conventional and Novel Therapies for Treating Iron Deficiency Anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1]&nbsp;Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2]&nbsp;These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.Reference(s):1.&nbsp;https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/",1730,28,"0,0,1,2,8,0,0"
44736,35178,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ &nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;&nbsp;


",6697,291,"0,0,0,0,0,0,0"
44780,35225,Detection and evaluation of CKD,"Detection and evaluation of chronic kidney disease (CKD) primarily involves assessing glomerular filtration rate (GFR), which is now widely estimated based on serum creatinine levels.[1] Estimated GFR helps assess renal function, severity of disease, appropriate drug dosing, and renal involvement in systemic diseases. Renal function tests, including serum creatinine, plasma urea, urine volume, and minerals in urine, monitor renal damage and help determine the underlying etiology. The ideal GFR marker, such as inulin, is metabolically inert and cleared only by the kidneys.[2] Other markers like creatinine and urea are also used, though each has limitations. While creatinine clearance is useful, it can be inaccurate at low GFR and affected by drugs. Advanced methods, including radiolabeled compounds, can further assess kidney function.



Citation



	^ https://www.annlabmed.org/journal/view.html?uid=3514&amp;vmd=Full
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11150208/&nbsp;&nbsp;


",5684,192,"0,0,0,0,0,0,0"
44843,35289,Estimation of GFR and KDIGO classification of CKD,"The estimation of glomerular filtration rate (GFR) is crucial for assessing kidney function. Measured GFR (mGFR) using exogenous markers, like urinary or plasma clearance of filtration substances, is the gold standard but is not routinely used due to its complexity. Renal function tests typically rely on estimated GFR (eGFR) using serum creatinine or creatinine clearance (Clcr), which, despite limitations, remains the most common method.[1] Emerging markers like cystatin C offer potential for improved accuracy and may become routine in the future. The KDIGO classification of chronic kidney disease (CKD) categorizes CKD into stages based on eGFR values, aiding in diagnosis and treatment planning.[2] While exogenous substances provide precise measurements, endogenous markers are being explored for better clinical integration.



Citation



	^ https://www.annlabmed.org/journal/view.html?uid=3514&amp;vmd=Full&nbsp;
	^ https://www.kidney-international.org/article/S0085-2538(23)00766-4/fulltext&nbsp;&nbsp;


",1294,155,"0,0,0,0,0,0,0"
44845,35291,Hypertension management in chronic kidney disease and diabetes,"Hypertension (HTN) and chronic kidney disease (CKD) are closely interconnected, creating a cycle where declining kidney function leads to elevated blood pressure, and sustained hypertension accelerates kidney deterioration.[1] This bidirectional relationship contributes to the progression of both conditions, necessitating effective management strategies. In patients with CKD and diabetes, blood pressure control is critical to slowing kidney function decline and preventing cardiovascular complications. The management of hypertension often includes lifestyle modifications, such as weight loss, dietary changes, and regular exercise, along with pharmacologic interventions like ACE inhibitors, angiotensin receptor blockers (ARBs), and diuretics. Tight blood pressure control, especially below 130/80 mmHg, has been shown to reduce the risk of CKD progression and improve patient outcomes.[2] This requires individualized treatment approaches to address both CKD and diabetes-related factors.



Citation



	^ https://www.magonlinelibrary.com/doi/full/10.12968/hmed.2021.0440&nbsp;
	^ https://www.sciencedirect.com/science/article/pii/S0929664624004431&nbsp;&nbsp;


",461,44,"0,0,0,0,0,0,0"
44846,35292,"CKD screening in type 2 DM: when, why and how?","Chronic kidney disease (CKD) screening in individuals with Type 2 diabetes is essential to prevent progression to end-stage renal disease (ESRD). Diabetic patients are at an increased risk of CKD, yet a significant proportion remain undiagnosed. Early detection is critical, as it allows for timely intervention to slow disease progression.[1] Screening typically involves measuring urinary albumin excretion (UAE), which helps identify early signs of kidney damage. Regular monitoring of UAE and estimated glomerular filtration rate (eGFR) can aid in the early identification of CKD.[2] Screening should begin at diagnosis in Type 2 diabetes and continue annually, as early intervention with lifestyle changes and pharmacologic treatments, such as ACE inhibitors or ARBs, can significantly reduce the risk of ESRD and improve long-term outcomes.



Citation



	^ https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02438-6&nbsp;
	^ https://www.nature.com/articles/s41598-024-56765-0&nbsp;


",424,44,"0,0,0,0,0,0,0"
44998,35388,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;


",808,92,"0,0,0,0,0,0,0"
44999,35389,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401&nbsp;&nbsp;


",947,105,"0,0,0,0,0,0,0"
45001,35390,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401&nbsp;&nbsp;


",446,121,"0,0,0,0,0,0,0"
45002,35391,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401&nbsp;&nbsp;


",853,109,"0,0,0,0,0,0,0"
45009,35392,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401


",923,122,"0,0,0,0,0,0,0"
45010,35393,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;


",644,86,"0,0,0,0,0,0,0"
45011,35394,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401&nbsp;&nbsp;


",825,106,"0,0,0,0,0,0,0"
45018,35395,Hypertension management in chronic kidney disease and diabetes,"Hypertension (HTN) and chronic kidney disease (CKD) are closely interconnected, creating a cycle where declining kidney function leads to elevated blood pressure, and sustained hypertension accelerates kidney deterioration.[1] This bidirectional relationship contributes to the progression of both conditions, necessitating effective management strategies. In patients with CKD and diabetes, blood pressure control is critical to slowing kidney function decline and preventing cardiovascular complications. The management of hypertension often includes lifestyle modifications, such as weight loss, dietary changes, and regular exercise, along with pharmacologic interventions like ACE inhibitors, angiotensin receptor blockers (ARBs), and diuretics. Tight blood pressure control, especially below 130/80 mmHg, has been shown to reduce the risk of CKD progression and improve patient outcomes.[2] This requires individualized treatment approaches to address both CKD and diabetes-related factors.



Citation



	^ https://www.magonlinelibrary.com/doi/full/10.12968/hmed.2021.0440&nbsp;
	^ https://www.sciencedirect.com/science/article/pii/S0929664624004431&nbsp;


",365,55,"0,0,0,0,0,0,0"
45020,35396,Glomerular diseases,"Hypertension (HTN) and chronic kidney disease (CKD) are closely interconnected, creating a cycle where declining kidney function leads to elevated blood pressure, and sustained hypertension accelerates kidney deterioration.[1] This bidirectional relationship contributes to the progression of both conditions, necessitating effective management strategies. In patients with CKD and diabetes, blood pressure control is critical to slowing kidney function decline and preventing cardiovascular complications. The management of hypertension often includes lifestyle modifications, such as weight loss, dietary changes, and regular exercise, along with pharmacologic interventions like ACE inhibitors, angiotensin receptor blockers (ARBs), and diuretics. Tight blood pressure control, especially below 130/80 mmHg, has been shown to reduce the risk of CKD progression and improve patient outcomes.[2] This requires individualized treatment approaches to address both CKD and diabetes-related factors.



Citation



	^ https://www.magonlinelibrary.com/doi/full/10.12968/hmed.2021.0440&nbsp;
	^ https://www.sciencedirect.com/science/article/pii/S0929664624004431&nbsp;


",417,53,"0,0,0,0,0,0,0"
45022,35398,Hypertension management in chronic kidney disease and diabetes,"Hypertension (HTN) and chronic kidney disease (CKD) are closely interconnected, creating a cycle where declining kidney function leads to elevated blood pressure, and sustained hypertension accelerates kidney deterioration.[1] This bidirectional relationship contributes to the progression of both conditions, necessitating effective management strategies. In patients with CKD and diabetes, blood pressure control is critical to slowing kidney function decline and preventing cardiovascular complications. The management of hypertension often includes lifestyle modifications, such as weight loss, dietary changes, and regular exercise, along with pharmacologic interventions like ACE inhibitors, angiotensin receptor blockers (ARBs), and diuretics. Tight blood pressure control, especially below 130/80 mmHg, has been shown to reduce the risk of CKD progression and improve patient outcomes.[2] This requires individualized treatment approaches to address both CKD and diabetes-related factors.



Citation



	^ https://www.magonlinelibrary.com/doi/full/10.12968/hmed.2021.0440&nbsp;
	^ https://www.sciencedirect.com/science/article/pii/S0929664624004431&nbsp;


",539,61,"0,0,0,0,0,0,0"
45044,35405,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;


",1440,184,"0,0,0,0,0,0,0"
45045,35406,Anemia in CKD,"Anemia is a common complication in chronic kidney disease (CKD), affecting a significant portion of patients with advanced stages. It primarily results from decreased erythropoietin production by the kidneys, which is essential for red blood cell production.[1] Additionally, CKD often leads to iron deficiency, inflammation, and shortened red blood cell lifespan, all contributing to anemia. Symptoms include fatigue, weakness, and pallor. Management includes erythropoiesis-stimulating agents (ESAs) to stimulate red blood cell production, alongside iron supplementation to address iron deficiency.[2] In some cases, blood transfusions may be necessary. Early detection and treatment are crucial to improving quality of life and preventing complications like cardiovascular disease. Regular monitoring of hemoglobin levels is important for optimal management in CKD patients.



Citation



	^ https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2021.642296/full&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9924302/&nbsp;&nbsp;


",1135,154,"0,0,0,0,0,0,0"
45046,35407,Challenges and best practices for managing anemia in non-dialysis CKD patients,"Managing anemia in non-dialysis chronic kidney disease (CKD) patients presents several challenges. These include identifying the underlying causes, such as erythropoietin deficiency, iron deficiency, and inflammation, which often coexist.[1] Additionally, balancing the use of erythropoiesis-stimulating agents (ESAs) and iron supplementation without overcorrection is complex, as excessive treatment can lead to cardiovascular risks. Monitoring hemoglobin levels and iron stores regularly is essential to avoid complications. Best practices involve a personalized approach, considering the patient&#39;s stage of CKD, comorbidities, and response to treatment.[2] Multidisciplinary care, including nephrologists and dietitians, is critical for optimizing nutrition and iron intake. Regular assessment of renal function and appropriate dose adjustments for ESAs and iron are key to effective anemia management and improving patient outcomes.



Citation



	^ https://www.mdpi.com/2227-9059/12/6/1191&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10608484/&nbsp;&nbsp;


",403,58,"0,0,0,0,0,0,0"
45048,35409,Nephrotic syndrome: an update,"Nephrotic syndrome is a kidney disorder characterized by heavy proteinuria, hypoalbuminemia, edema, and hyperlipidemia. It results from damage to the glomeruli, leading to increased permeability and loss of protein in the urine.[1] Common causes include minimal change disease, focal segmental glomerulosclerosis, and membranous nephropathy. Recent advances in treatment focus on corticosteroids, immunosuppressive agents, and newer therapies like calcineurin inhibitors and monoclonal antibodies. Early diagnosis and management are crucial to preventing complications such as infection, thrombosis, and progressive kidney failure. Regular monitoring of proteinuria, kidney function, and lipid levels is essential for effective management.[2] Advances in genetic research and biomarkers hold promise for personalized treatment, improving outcomes and reducing the long-term impact of nephrotic syndrome on kidney health.



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10924861/&nbsp;
	^ https://www.kidney-international.org/article/S0085-2538(23)00766-4/fulltext&nbsp;&nbsp;


",1103,160,"0,0,0,0,0,0,0"
45049,35410,Proteinuria in chronic kidney disease,"Proteinuria, the presence of excess protein in urine, is a significant marker of kidney damage in chronic kidney disease (CKD). It results from glomerular injury, leading to increased permeability of the filtration barrier, allowing proteins like albumin to pass into the urine.[1] Proteinuria is both a sign of kidney dysfunction and a risk factor for disease progression. The amount of proteinuria correlates with the severity of kidney damage and can predict the progression to end-stage renal disease. Managing proteinuria involves controlling blood pressure, particularly with angiotensin-converting enzyme inhibitors (ACE inhibitors) or angiotensin receptor blockers (ARBs), which help reduce protein leakage.[2] Tight glycemic control in diabetic patients and lifestyle modifications are also crucial. Regular monitoring of protein levels is essential for assessing CKD progression and treatment effectiveness.



Citation



	^ https://www.nature.com/articles/s41598-024-64833-8&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/&nbsp;&nbsp;


",668,88,"0,0,0,0,0,0,0"
45050,35411,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401


",497,70,"0,0,0,0,0,0,0"
45051,35412,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401


",843,108,"0,0,0,0,0,0,0"
45052,35413,Detection and evaluation of CKD,"Detection and evaluation of chronic kidney disease (CKD) primarily involves assessing glomerular filtration rate (GFR), which is now widely estimated based on serum creatinine levels.[1] Estimated GFR helps assess renal function, severity of disease, appropriate drug dosing, and renal involvement in systemic diseases. Renal function tests, including serum creatinine, plasma urea, urine volume, and minerals in urine, monitor renal damage and help determine the underlying etiology. The ideal GFR marker, such as inulin, is metabolically inert and cleared only by the kidneys.[2] Other markers like creatinine and urea are also used, though each has limitations. While creatinine clearance is useful, it can be inaccurate at low GFR and affected by drugs. Advanced methods, including radiolabeled compounds, can further assess kidney function.



Citation



	^ https://www.annlabmed.org/journal/view.html?uid=3514&amp;vmd=Full
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC11150208/&nbsp;


",1341,179,"0,0,0,0,0,0,0"
45101,35431,Chronic kidney disease and bone mineral disorders,"Chronic kidney disease (CKD) is considered one of the most prevalent noncommunicable diseases, affecting a significant portion of the global population. Bone mineral disorders associated with CKD are characterized by systemic disturbances in mineral and bone metabolism.[1] These disorders are manifested through abnormalities in calcium, phosphorus, parathyroid hormone (PTH), or vitamin D metabolism. Furthermore, disruptions in bone turnover, mineralization, volume, linear growth, or strength are commonly observed. Vascular or soft tissue calcification may also be present. The pathophysiology of these bone mineral disorders is linked to the impaired kidney function in CKD, which alters the regulation of key minerals and hormones, leading to significant skeletal and vascular complications.[2] Management typically involves addressing the underlying metabolic abnormalities to mitigate the progression of these disorders.



Citation



	^ https://www.mdpi.com/1422-0067/23/20/12223
	^ https://physoc.onlinelibrary.wiley.com/doi/full/10.1113/EP092401


",801,109,"0,0,0,0,0,0,0"
45104,35433,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;


",1091,153,"0,0,0,0,0,0,0"
45105,35434,Conventional and novel therapies for treating iron deficiency anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1] Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, ferric maltol for patients with inflammatory bowel disease, and ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2] These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.



Citation



	^ https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/&nbsp;


",720,103,"0,0,0,0,0,0,0"
45126,35446,Proteinuria in chronic kidney disease,"Proteinuria, the presence of excess protein in urine, is a significant marker of kidney damage in chronic kidney disease (CKD). It results from glomerular injury, leading to increased permeability of the filtration barrier, allowing proteins like albumin to pass into the urine.[1] Proteinuria is both a sign of kidney dysfunction and a risk factor for disease progression. The amount of proteinuria correlates with the severity of kidney damage and can predict the progression to end-stage renal disease. Managing proteinuria involves controlling blood pressure, particularly with angiotensin-converting enzyme inhibitors (ACE inhibitors) or angiotensin receptor blockers (ARBs), which help reduce protein leakage.[2] Tight glycemic control in diabetic patients and lifestyle modifications are also crucial. Regular monitoring of protein levels is essential for assessing CKD progression and treatment effectiveness.



Citation



	^ https://www.nature.com/articles/s41598-024-64833-8&nbsp;
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/&nbsp;


",802,100,"0,0,0,0,0,0,0"
45173,35478,Cardiorenal syndrome,"Cardiorenal syndrome refers to the interdependent dysfunction of the heart and kidneys, where acute or chronic dysfunction in one organ induces dysfunction in the other. The pathophysiology is complex, involving the renin-angiotensin-aldosterone system (RAS), nitric oxide-reactive oxygen species (NO-ROS) imbalance, inflammation, and sympathetic activation.[1] Five types of cardiorenal syndrome are recognized, each defined by the primary organ dysfunction, with a novel sixth type, chronic secondary cardiorenal syndrome, also proposed. Patient history, clinical examination, and management aid in understanding the condition, while specific biomarkers for the heart and kidneys play a crucial role in diagnosis. Ultrasound is preferred for imaging, although MRI and nuclear imaging are also utilized. Key management strategies include decongestive therapies, ionotropic therapy, and RAAS inhibition, with specific treatment algorithms suggested by the cardio-renal dysfunction study group.[2]



Citation



	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC9179008/
	^ https://www.ahajournals.org/doi/10.1161/CIR.0000000000001063&nbsp;


",1178,158,"0,0,0,0,0,0,0"
45376,35546,GFR measurement,"
Glomerular filtration rate (GFR) is widely accepted as the best index of kidney function in health and disease, and accurate values are required for optimal decision-making. Estimated GFR has been included in clinical practice guidelines to enable physicians to identify patients with chronic kidney disease (CKD) to enable earlier interventions to slow the progression of the disease.[1] Measured GFR using urinary or plasma clearance of exogenous filtration markers is considered the gold standard for evaluation of kidney function but is not routinely available. Inulin, creatinine, and urea are candidate markers of GFR. Additionally, a number of radiolabelled chelates have been used to assess GFR. It is recommended that CKD be classified based on the GFR category and the albuminuria category.[2]



Citation



	^ https://www.ajkd.org/article/S0272-6386(08)01235-3/fulltext
	^ https://pmc.ncbi.nlm.nih.gov/articles/PMC4089693/


",635,80,"0,0,0,0,0,0,0"
